token	idf
1983	2.513217600067939
1985	2.513217600067939
1987	2.513217600067939
1989	2.513217600067939
1990	1.471824914909714
1991	2.2121876044039577
1992	1.7350663496842953
1993	2.0360963453482768
1994	1.9111576087399766
1995	2.2121876044039577
1996	2.2121876044039577
1997	2.513217600067939
1998	1.8142475957319202
1a	2.2121876044039577
1b	2.2121876044039577
1cnrscea	2.513217600067939
1er	1.257945094964633
1formation	2.513217600067939
1l	2.513217600067939
1laboratoires	2.513217600067939
1ère	1.3090976174120141
2	0.7573427443954476
20	0.9221529930414398
200	1.1152775913959014
2000	1.23446399911511
20000	1.8142475957319202
2001	1.8142475957319202
2002	1.9111576087399766
2003	1.7350663496842953
2004	1.6101276130759954
2005	1.367089564389701
2006	1.3371263410122578
2007	1.282768678689665
2008	1.1707949192457328
2009	1.212187604403958
200m2	2.513217600067939
2010	0.9691495557176634
2011	0.8899683096700385
2011produire	2.513217600067939
2012	0.850459768386365
2012prix	2.513217600067939
2013	0.8056474239700027
2013cuisine	2.513217600067939
2013innovation	2.513217600067939
2014	0.9817386830256839
20148ème	2.513217600067939
2014eco	2.513217600067939
2015	1.5589750906286142
2016	1.8142475957319202
2016de	2.513217600067939
2017	2.513217600067939
2018	1.9111576087399766
2020	1.471824914909714
2020micro	2.513217600067939
2023	2.513217600067939
2025	2.513217600067939
2030	1.9111576087399766
2035	2.513217600067939
2040	2.0360963453482768
2050	1.6681195600536822
2050modification	2.513217600067939
2060	2.513217600067939
21	1.513217600067939
2100	2.513217600067939
210000	2.513217600067939
2106	2.513217600067939
211	2.513217600067939
212	2.513217600067939
215	2.513217600067939
21ème	2.2121876044039577
22	1.5589750906286142
220	2.0360963453482768
22000	2.513217600067939
221	2.513217600067939
225	2.513217600067939
23	1.5589750906286142
230	2.2121876044039577
24	1.282768678689665
2400	2.513217600067939
24000	2.513217600067939
247	2.513217600067939
25	1.0818538359089518
250	2.2121876044039577
25000	2.2121876044039577
254	2.513217600067939
25ème	2.2121876044039577
26	1.3992742477611022
260	2.2121876044039577
2600	2.513217600067939
262	2.513217600067939
2685	2.513217600067939
27	1.471824914909714
270	2.513217600067939
276	2.513217600067939
28	1.4340363540203143
280	2.0360963453482768
28000	2.513217600067939
289	2.513217600067939
29	1.5589750906286142
290000	2.513217600067939
292	2.2121876044039577
2d	2.2121876044039577
2d3d	2.513217600067939
2entpe	2.513217600067939
2kg	2.513217600067939
2è	2.513217600067939
2ème	1.7350663496842953
3	0.7728549105736952
30	0.9947036601900515
300	1.3090976174120141
3000	1.8142475957319202
30000	2.513217600067939
300000	1.9111576087399766
301	2.513217600067939
31	2.0360963453482768
312	2.513217600067939
314	2.2121876044039577
32	2.513217600067939
33	2.513217600067939
33ème	2.513217600067939
33èmes	2.513217600067939
34	2.513217600067939
35	1.471824914909714
350	2.0360963453482768
350000	2.513217600067939
352	2.513217600067939
356	2.513217600067939
36	1.6681195600536822
365	2.2121876044039577
38	2.0360963453482768
3bcar	2.513217600067939
3c	2.513217600067939
3d	1.257945094964633
3d2d	2.513217600067939
3e	2.513217600067939
3ecole	2.513217600067939
3inp	2.513217600067939
3ème	1.6101276130759954
4	0.6681195600536822
40	1.151489764050346
400	1.367089564389701
4000	2.0360963453482768
40000	2.513217600067939
41	2.513217600067939
410c	2.513217600067939
41ème	2.513217600067939
42	1.9111576087399766
43	2.0360963453482768
449	2.513217600067939
45	1.9111576087399766
450	2.513217600067939
46	2.2121876044039577
47	2.2121876044039577
48	2.0360963453482768
4i	2.2121876044039577
4ème	1.6101276130759954
5	0.850459768386365
50	1.151489764050346
500	1.367089564389701
5000	1.8142475957319202
50000	2.2121876044039577
500000	1.8142475957319202
5050	2.2121876044039577
52	2.2121876044039577
525	2.513217600067939
53	2.2121876044039577
545	2.513217600067939
55	2.513217600067939
559	2.513217600067939
560	2.513217600067939
567	2.2121876044039577
576	2.513217600067939
58	2.2121876044039577
5ème	1.9111576087399766
6	0.8697649235817516
60	1.282768678689665
600	1.9111576087399766
6000	2.513217600067939
606	2.513217600067939
61	2.513217600067939
620	2.513217600067939
631	2.513217600067939
64	2.513217600067939
65	1.6681195600536822
650	2.513217600067939
65ème	2.513217600067939
68	2.513217600067939
69	2.513217600067939
69000	2.513217600067939
694	2.513217600067939
6ème	2.0360963453482768
7	1.0218559062336663
70	1.3992742477611022
700	2.0360963453482768
7000	2.513217600067939
700000	2.513217600067939
710	2.513217600067939
715	2.513217600067939
72000	2.513217600067939
73	2.2121876044039577
737	2.513217600067939
74	2.2121876044039577
747	2.513217600067939
75	1.8142475957319202
750	2.513217600067939
750000	2.513217600067939
7600	2.513217600067939
7700	2.513217600067939
774000	2.513217600067939
7ème	1.6681195600536822
8	1.0660595687257197
80	1.3090976174120141
800	2.2121876044039577
8000	2.513217600067939
800000	2.2121876044039577
83	2.513217600067939
84	2.513217600067939
845	2.513217600067939
85	2.513217600067939
86	2.513217600067939
865	2.513217600067939
866	1.9111576087399766
87	2.513217600067939
88	2.513217600067939
897université	2.513217600067939
8ème	1.9111576087399766
9	1.1152775913959014
90	1.282768678689665
900	2.0360963453482768
9000	2.513217600067939
901	2.513217600067939
93	2.0360963453482768
95	1.9111576087399766
968	2.513217600067939
970	2.513217600067939
972	2.513217600067939
98	2.2121876044039577
9ème	1.6681195600536822
a	0.12052064680827328
a320	2.513217600067939
a320neo	2.513217600067939
a350	2.513217600067939
a380	2.2121876044039577
aarhus	2.513217600067939
abandonner	2.2121876044039577
abandonnées	2.513217600067939
abattus	2.513217600067939
abbaye	2.513217600067939
abeille	2.513217600067939
abeilles	2.513217600067939
abiotique	2.513217600067939
ablation	2.513217600067939
abondance	2.2121876044039577
abondante	2.0360963453482768
abord	1.3992742477611022
aborde	2.513217600067939
aborder	1.513217600067939
abordera	2.513217600067939
aborderont	2.513217600067939
abordé	2.513217600067939
abordée	2.513217600067939
abordées	2.513217600067939
abordés	1.8142475957319202
abouti	1.8142475957319202
aboutir	1.282768678689665
aboutira	2.513217600067939
aboutiront	2.513217600067939
aboutissement	1.7350663496842953
aboutissez	2.513217600067939
aboutit	2.513217600067939
abri	2.513217600067939
abrite	1.4340363540203143
abritent	2.513217600067939
abriter	2.513217600067939
abritera	2.0360963453482768
absence	1.6101276130759954
absolu	2.513217600067939
absolus	2.513217600067939
absorbe	2.513217600067939
absorber	2.0360963453482768
absorbons	2.513217600067939
absorption	2.2121876044039577
abstraire	2.513217600067939
abstraites	2.513217600067939
abstress	2.2121876044039577
absurde	2.513217600067939
abusent	2.513217600067939
abyssaux	2.513217600067939
abîmer	2.513217600067939
acacia	2.513217600067939
academies	2.513217600067939
academy	2.0360963453482768
académiciens	2.513217600067939
académie	1.471824914909714
académie5ème	2.513217600067939
académies	2.513217600067939
académique	1.5589750906286142
académiques	1.6681195600536822
acare	2.513217600067939
accelerator	2.513217600067939
accent	2.2121876044039577
acceptabilité	1.9111576087399766
acceptable	2.0360963453482768
acceptables	2.513217600067939
acceptant	2.513217600067939
accepter	2.513217600067939
acceptera	2.513217600067939
accepté	2.0360963453482768
accessible	1.7350663496842953
accessibles	1.9111576087399766
accident	2.2121876044039577
accidentellement	2.513217600067939
accidents	2.513217600067939
accidentée	2.513217600067939
acclimater	2.513217600067939
accompagnant	2.2121876044039577
accompagne	1.6681195600536822
accompagnement	1.5589750906286142
accompagnent	2.0360963453482768
accompagner	1.3090976174120141
accompagnons	2.2121876044039577
accompagné	1.6681195600536822
accompagnée	2.2121876044039577
accompagnées	2.513217600067939
accompagnés	2.2121876044039577
accomplir	2.513217600067939
accord	1.282768678689665
accordable	2.513217600067939
accorde	2.513217600067939
accords	1.7350663496842953
accostage	2.513217600067939
accrocher	2.2121876044039577
accroissement	1.9111576087399766
accroissent	2.513217600067939
accroît	2.513217600067939
accroître	1.4340363540203143
accru	2.2121876044039577
accrue	2.2121876044039577
accréditée	2.513217600067939
accueil	1.8142475957319202
accueillant	2.513217600067939
accueillantes	2.513217600067939
accueille	2.513217600067939
accueillera	1.6681195600536822
accueilli	2.0360963453482768
accueillie	2.0360963453482768
accueillir	1.6681195600536822
accueillis	2.2121876044039577
accumulateurs	2.513217600067939
accumulation	2.2121876044039577
accumuler	2.513217600067939
accumulées	2.513217600067939
accusé	2.513217600067939
accèdent	2.513217600067939
accès	1.282768678689665
accéder	1.7350663496842953
accélérateur	2.2121876044039577
accélérateurs	2.0360963453482768
accélération	1.6101276130759954
accélérer	1.471824914909714
accéléromètres	2.513217600067939
accélérée	2.2121876044039577
acetate	2.513217600067939
acharné	2.513217600067939
achat	1.7350663496842953
acheminement	2.513217600067939
acheter	2.2121876044039577
achever	1.8142475957319202
achevé	2.513217600067939
achevée	2.2121876044039577
achille	2.513217600067939
achève	2.513217600067939
achèvent	2.513217600067939
achèvera	1.7350663496842953
acid	2.513217600067939
acide	1.9111576087399766
acides	1.9111576087399766
acidité	2.0360963453482768
acier	2.513217600067939
acipenser	2.513217600067939
acoustic	2.513217600067939
acousticiens	2.513217600067939
acoustique	1.9111576087399766
acoustiquemusique	2.513217600067939
acoustiques	1.9111576087399766
acousto	2.513217600067939
acquiert	2.513217600067939
acquis	1.471824914909714
acquise	2.0360963453482768
acquises	1.7350663496842953
acquisition	1.7350663496842953
acquisitions	2.513217600067939
acquérir	1.5589750906286142
acte	2.2121876044039577
actes	2.0360963453482768
acteur	1.6681195600536822
acteurs	0.8411197421322215
actia	2.513217600067939
actif	1.8142475957319202
actifs	1.513217600067939
actilait	2.2121876044039577
actilaitpremiers	2.513217600067939
action	1.282768678689665
actionnaire	2.513217600067939
actionnaires	2.2121876044039577
actionnarial	2.513217600067939
actionneurs	2.513217600067939
actions	1.3090976174120141
actis	2.513217600067939
activation	2.0360963453482768
active	2.0360963453482768
activement	1.9111576087399766
actives	1.7350663496842953
activité	1.008067621748033
activités	0.9004337433482035
activée	2.513217600067939
activées	2.513217600067939
activés	2.513217600067939
actualisées	2.513217600067939
actualité	0.6681195600536822
actualités	1.8142475957319202
actuel	1.4340363540203143
actuelle	1.471824914909714
actuellement	1.0218559062336663
actuellement200	2.513217600067939
actuellementvaimos	2.513217600067939
actuelles	1.6101276130759954
actuels	1.513217600067939
acuité	2.513217600067939
acv	2.513217600067939
acétate	2.513217600067939
adaptable	2.513217600067939
adaptatif	2.2121876044039577
adaptatifs	2.513217600067939
adaptation	1.513217600067939
adaptationcolloque	2.513217600067939
adaptations	2.513217600067939
adaptative	2.2121876044039577
adapte	2.513217600067939
adaptent	2.2121876044039577
adapter	1.212187604403958
adapté	1.7350663496842953
adaptée	1.513217600067939
adaptées	2.0360963453482768
adaptés	2.2121876044039577
additif	2.513217600067939
additifs	2.2121876044039577
additionnel	2.513217600067939
adecal	2.513217600067939
ademe	2.0360963453482768
adept	2.513217600067939
adhérences	2.513217600067939
adhérent	1.8142475957319202
adhérente	2.0360963453482768
adhérentes	2.513217600067939
adhérents	1.7350663496842953
adhérer	2.2121876044039577
adhéré	2.2121876044039577
adhésif	2.513217600067939
adhésion	1.9111576087399766
adjoint	2.2121876044039577
adjoints	2.513217600067939
adjonction	2.513217600067939
adjuvants	2.513217600067939
administrateur	2.2121876044039577
administration	1.7350663496842953
administrations	2.513217600067939
administratives	2.2121876044039577
administrée	2.2121876044039577
admirer	2.2121876044039577
admis	2.513217600067939
adn	1.8142475957319202
adolescent	2.513217600067939
adoptent	2.2121876044039577
adoption	2.0360963453482768
adoptée	2.513217600067939
adoptés	2.513217600067939
adosser	2.513217600067939
adossé	2.513217600067939
adossée	2.513217600067939
adour	2.513217600067939
adresse	1.8142475957319202
adresser	2.513217600067939
adria	2.513217600067939
adriatique	2.513217600067939
adrien	2.513217600067939
ads	2.513217600067939
adsl	2.513217600067939
adsorption	2.513217600067939
adulte	2.513217600067939
adultes	2.0360963453482768
advanced	2.0360963453482768
advisor	2.513217600067939
advisory	2.513217600067939
adéquat	2.513217600067939
adéquate	2.513217600067939
adéquates	2.513217600067939
aedes	2.513217600067939
aegypti	2.513217600067939
aegyptiaca	2.513217600067939
aeria	2.513217600067939
aero	2.513217600067939
aerocampus	2.2121876044039577
aerokwai	2.2121876044039577
aeronautics	2.513217600067939
aerosol	2.513217600067939
aerospace	2.513217600067939
aerospatial	2.513217600067939
aerowing	2.513217600067939
afam	2.513217600067939
aff	2.513217600067939
affaire	2.0360963453482768
affaires	1.3090976174120141
affectant	2.0360963453482768
affecte	2.2121876044039577
affectent	2.2121876044039577
affecter	2.513217600067939
affection	2.513217600067939
affective	2.2121876044039577
affecté	2.2121876044039577
affichant	2.513217600067939
affiche	2.513217600067939
affichent	2.513217600067939
afficher	2.2121876044039577
affiché	2.0360963453482768
affichée	2.513217600067939
affichés	2.513217600067939
affilée	2.2121876044039577
affinage	2.513217600067939
affiner	2.513217600067939
affinés	2.513217600067939
affirme	2.2121876044039577
affirmer	2.513217600067939
affirmons	2.513217600067939
affirmé	2.513217600067939
affluent	2.513217600067939
affranchir	1.8142475957319202
affronter	2.513217600067939
affût	2.513217600067939
afin	0.5088962262852964
afis	2.513217600067939
afni	2.513217600067939
afnor	2.513217600067939
afpa	2.513217600067939
africain	2.0360963453482768
africaine	2.513217600067939
africains	2.2121876044039577
afrique	1.471824914909714
afriqueera	2.513217600067939
aft	2.513217600067939
agathe	2.513217600067939
age	2.0360963453482768
agence	1.1152775913959014
agences	1.8142475957319202
agenda	2.513217600067939
agent	1.9111576087399766
agents	1.7350663496842953
agglomération	2.0360963453482768
aggravants	2.513217600067939
aggravation	2.513217600067939
aggroalimentaires	2.513217600067939
agilité	2.513217600067939
agir	1.8142475957319202
agira	1.513217600067939
agirait	2.513217600067939
agissaient	2.513217600067939
agissait	1.3992742477611022
agisse	1.6681195600536822
agissent	1.9111576087399766
agit	0.7350663496842954
agitation	2.513217600067939
agon	2.513217600067939
agonistes	2.513217600067939
agrandir	2.513217600067939
agrene	2.0360963453482768
agresseur	2.513217600067939
agressions	2.2121876044039577
agri	2.513217600067939
agricole	1.513217600067939
agricoles	1.5589750906286142
agriculteurs	2.2121876044039577
agriculture	1.212187604403958
agricultures	2.513217600067939
agrimip	2.513217600067939
agro	1.7350663496842953
agroalimenairefrisbee	2.513217600067939
agroalimentaire	1.133006358356333
agroalimentaires	2.513217600067939
agroalimentaireune	2.513217600067939
agrochimie	2.513217600067939
agrochimique	2.513217600067939
agroenvironnement	2.0360963453482768
agronome	1.9111576087399766
agronomes	2.513217600067939
agronomie	2.513217600067939
agronomique	2.2121876044039577
agronov	2.0360963453482768
agroparis	2.2121876044039577
agroparistech	1.6681195600536822
agrossup	2.513217600067939
agrosup	1.7350663496842953
agrosystèmes	2.513217600067939
agroécologie	1.8142475957319202
agrège	2.513217600067939
agrène	2.513217600067939
agrès	2.513217600067939
agréable	2.513217600067939
agrégat	2.513217600067939
agrégation	2.513217600067939
agrégats	2.513217600067939
agréée	2.513217600067939
aguea	2.513217600067939
aguerris	2.513217600067939
agées	2.513217600067939
ai	1.257945094964633
aidants	2.513217600067939
aide	0.7972142564331398
aider	1.471824914909714
aides	2.2121876044039577
aient	2.2121876044039577
aiguille	2.513217600067939
aile	2.513217600067939
ailleurs	0.9004337433482035
aimara	2.513217600067939
aime	2.513217600067939
aimerait	2.513217600067939
ain	2.513217600067939
ainsi	0.20358743264204027
air	1.3090976174120141
airbus	1.6681195600536822
aircore	2.513217600067939
aircraft	2.513217600067939
aires	2.513217600067939
airs	2.513217600067939
aiserey	2.513217600067939
aisément	2.2121876044039577
ait	1.8142475957319202
aix	1.6101276130759954
ajout	2.2121876044039577
ajoutant	2.513217600067939
ajoute	1.212187604403958
ajoutent	2.513217600067939
ajouter	1.212187604403958
ajoutez	2.513217600067939
ajoutons	1.4340363540203143
ajouts	2.513217600067939
ajouté	1.8142475957319202
ajoutée	1.9111576087399766
ajoutéle	2.513217600067939
ajoutés	2.513217600067939
ajustements	2.513217600067939
ajusteuse	2.513217600067939
alabouvette	2.513217600067939
aladin	2.513217600067939
alain	1.8142475957319202
alarme	2.0360963453482768
alba	2.513217600067939
albert	2.0360963453482768
alcatel	2.513217600067939
alcoolique	2.513217600067939
alcoolisme	2.513217600067939
aldebaran	2.513217600067939
alenia	2.2121876044039577
alentours	2.513217600067939
alerte	2.0360963453482768
alerté	2.513217600067939
alertés	2.513217600067939
ales	2.2121876044039577
alexandre	2.513217600067939
alexandrines	2.513217600067939
alf	2.513217600067939
alfort	2.513217600067939
algorithme	2.513217600067939
algorithmes	2.2121876044039577
algues	1.6681195600536822
algérie	2.513217600067939
ali	2.513217600067939
alia	2.513217600067939
alice	2.513217600067939
alignés	2.513217600067939
aliment	1.5589750906286142
alimentaire	1.1152775913959014
alimentaires	1.23446399911511
alimentation	0.9691495557176634
alimente	1.8142475957319202
alimentec	2.513217600067939
alimentent	2.513217600067939
alimenter	2.0360963453482768
aliments	1.1707949192457328
alimentsbiophytis	2.513217600067939
alimenté	2.2121876044039577
alimentée	2.513217600067939
alimentées	2.2121876044039577
aliou	2.513217600067939
aliss	2.513217600067939
alkan	2.513217600067939
allaert	2.513217600067939
allaient	2.513217600067939
allait	1.3992742477611022
allaitement	2.2121876044039577
allaité	2.513217600067939
allant	1.6681195600536822
allemagne	1.3992742477611022
allemand	1.7350663496842953
allemandes	2.2121876044039577
allemands	2.513217600067939
allenvi	2.2121876044039577
aller	1.098244252097121
allergies	1.9111576087399766
allergiques	2.513217600067939
allergisante	2.513217600067939
allergologues	2.513217600067939
allergènes	2.513217600067939
allergénicité	2.513217600067939
allers	2.513217600067939
allez	1.513217600067939
alliages	2.0360963453482768
alliance	1.5589750906286142
allier	2.2121876044039577
allions	2.2121876044039577
allocution	2.513217600067939
allongement	2.2121876044039577
allons	1.3992742477611022
allure	2.2121876044039577
allèles	2.513217600067939
allé	1.9111576087399766
allée	2.513217600067939
allégations	2.513217600067939
allégement	2.513217600067939
alléger	2.2121876044039577
allés	2.2121876044039577
almasat	2.513217600067939
alone	2.513217600067939
along	2.513217600067939
alors	0.37967869169772145
alpes	1.3992742477611022
alpespace	2.2121876044039577
alpha	2.0360963453482768
alpin	2.2121876044039577
alpine	2.2121876044039577
alsace	2.0360963453482768
alter	2.513217600067939
alterindustrialisation	2.513217600067939
alternance	2.513217600067939
alternant	2.513217600067939
alternatifs	2.2121876044039577
alternative	2.0360963453482768
alternatives	1.7350663496842953
altika	2.513217600067939
altimètre	2.513217600067939
altimétrie	2.2121876044039577
altimétrique	2.513217600067939
altitude	1.8142475957319202
altitudes	2.513217600067939
altran	2.513217600067939
altérer	2.513217600067939
altéré	2.2121876044039577
altérés	2.513217600067939
alumine	2.513217600067939
aluminium	2.0360963453482768
alzheimer	1.5589750906286142
alès	2.513217600067939
aléas	2.2121876044039577
amalgame	2.513217600067939
amas	2.513217600067939
ambassade	2.513217600067939
ambiance	2.2121876044039577
ambiante	2.513217600067939
ambiguïté	2.513217600067939
ambitieux	1.5589750906286142
ambition	1.257945094964633
ambitionne	1.9111576087399766
ambitions	2.2121876044039577
ambroisie	2.513217600067939
ambrosia	2.513217600067939
ambulatoire	2.513217600067939
amenant	2.513217600067939
amendements	2.513217600067939
amender	2.513217600067939
amener	2.513217600067939
amené	1.7350663496842953
amenées	2.513217600067939
amenés	2.2121876044039577
amer	2.513217600067939
america	2.2121876044039577
american	2.2121876044039577
amertume	2.513217600067939
amf	2.513217600067939
ami	2.0360963453482768
amical	2.513217600067939
aminé	2.513217600067939
aminés	2.513217600067939
amiral	2.513217600067939
amm	2.513217600067939
ammoniac	2.513217600067939
amont	1.8142475957319202
amorcer	2.513217600067939
amortisseur	2.513217600067939
amorçage	2.0360963453482768
amovible	2.513217600067939
amphis	2.2121876044039577
amphithéâtre	2.513217600067939
amplement	2.513217600067939
ampleur	1.8142475957319202
amplifiant	2.513217600067939
amplificateur	2.513217600067939
amplificateurs	2.513217600067939
amplification	1.9111576087399766
amplificatrice	2.513217600067939
amplificatrices	2.513217600067939
amplifient	2.513217600067939
amplifier	2.2121876044039577
amplifiée	2.513217600067939
amplifiées	2.513217600067939
amplifying	2.513217600067939
ampère	2.2121876044039577
ams	2.513217600067939
amsterdam	2.513217600067939
amundi	2.513217600067939
amusant	2.513217600067939
amusez	2.513217600067939
amylgen	2.513217600067939
amyloid	2.513217600067939
amyloïde	2.2121876044039577
amyotrophique	2.513217600067939
amène	2.513217600067939
amènent	2.513217600067939
améliane	2.513217600067939
améliorant	2.513217600067939
amélioration	1.3090976174120141
améliorations	2.513217600067939
améliorent	2.513217600067939
améliorer	1.0818538359089518
améliorons	2.513217600067939
améliorées	2.513217600067939
améliorés	2.513217600067939
aménagement	1.471824914909714
aménagements	2.0360963453482768
aménageurs	2.513217600067939
aménagés	2.513217600067939
américain	1.367089564389701
américaine	1.7350663496842953
américaines	1.9111576087399766
américains	1.6681195600536822
amérique	1.513217600067939
an	1.1909983053340196
analogue	2.513217600067939
analogues	2.2121876044039577
analysant	2.513217600067939
analyse	0.9569150993006518
analyser	1.4340363540203143
analyses	1.6101276130759954
analyste	2.513217600067939
analystes	2.513217600067939
analysée	2.513217600067939
analysées	2.513217600067939
analytical	2.513217600067939
analytics	2.513217600067939
analytique	2.2121876044039577
analytiques	2.2121876044039577
anania	2.513217600067939
anantharaman	2.513217600067939
anatomie	2.513217600067939
ancien	2.0360963453482768
ancienne	1.9111576087399766
anciennes	1.9111576087399766
ancienneté	2.513217600067939
anciens	1.513217600067939
ancre	2.513217600067939
and	1.3090976174120141
andine	2.513217600067939
andrews	2.513217600067939
androconie	2.513217600067939
androconies	2.513217600067939
android	2.513217600067939
andré	2.2121876044039577
anecdote	2.513217600067939
anecdotes	2.513217600067939
anesthésiantes	2.513217600067939
anesthésique	2.513217600067939
anesthésiques	2.513217600067939
angers	1.9111576087399766
angewandte	2.513217600067939
anglais	1.8142475957319202
angle	2.2121876044039577
angles	2.513217600067939
angleterre	1.7350663496842953
anglo	2.513217600067939
angströms	2.513217600067939
angusticeps	2.513217600067939
anicap	2.513217600067939
animal	1.9111576087399766
animale	1.7350663496842953
animales	1.7350663496842953
animalespartenariat	2.513217600067939
animals	2.513217600067939
animateur	2.2121876044039577
animation	2.513217600067939
animations	2.2121876044039577
animaux	1.6101276130759954
animauxun	2.513217600067939
anime	2.513217600067939
animer	2.2121876044039577
animera	2.513217600067939
animé	1.9111576087399766
animées	2.2121876044039577
anions	2.513217600067939
anjou	2.513217600067939
anl	2.513217600067939
anne	2.513217600067939
anneau	2.513217600067939
annexe	2.513217600067939
annie	2.513217600067939
anniversaire	2.513217600067939
annonce	1.4340363540203143
annoncent	2.513217600067939
annoncer	2.0360963453482768
annoncé	2.0360963453482768
annonçait	2.513217600067939
annotée	2.513217600067939
annualiser	2.513217600067939
annuel	1.6101276130759954
annuelle	1.9111576087399766
annuelles	2.513217600067939
annuels	2.513217600067939
annulation	2.513217600067939
année	0.6498947399474831
annéearts	2.513217600067939
annéel	2.513217600067939
années	0.5046174283060215
annéessunaero	2.513217600067939
annéesthéorème	2.513217600067939
annéetroubles	2.513217600067939
anomalie	2.513217600067939
anomalies	1.9111576087399766
anonyme	2.513217600067939
anonymes	2.2121876044039577
anormale	2.2121876044039577
anormaux	2.513217600067939
anr	1.367089564389701
anru2	2.513217600067939
ans	0.5003803753627668
anses	2.513217600067939
anta	2.513217600067939
antagonistes	2.513217600067939
antarctique	2.513217600067939
antares	2.513217600067939
antem	2.513217600067939
antenne	1.9111576087399766
antennes	1.8142475957319202
anthropique	2.513217600067939
anthropiques	2.2121876044039577
anthropologie	2.513217600067939
anthropologue	2.2121876044039577
anthropologues	2.513217600067939
anti	1.5589750906286142
antibiotique	2.513217600067939
antibiotiques	2.513217600067939
anticancéreuse	2.513217600067939
anticipant	2.513217600067939
anticipation	2.2121876044039577
anticiper	1.7350663496842953
anticipées	2.513217600067939
anticorps	2.2121876044039577
anticorpspremières	2.513217600067939
antidépresseurs	2.513217600067939
antigel	2.513217600067939
antigelun	2.513217600067939
antigènes	2.513217600067939
antilles	2.2121876044039577
antimicrobien	2.513217600067939
antimicrobiens	2.513217600067939
antimigraineux	2.513217600067939
antimonure	2.513217600067939
antine	2.513217600067939
antioxydant	2.513217600067939
antioxydants	2.2121876044039577
antipolis	2.2121876044039577
antiseptiques	2.513217600067939
antiépileptiques	2.513217600067939
antoine	1.9111576087399766
aoc	2.513217600067939
aon	2.513217600067939
août	1.5589750906286142
ap	2.0360963453482768
ap1000	2.513217600067939
aperçu	2.0360963453482768
apix	2.513217600067939
aplatie	2.513217600067939
apolipoprotéine	2.513217600067939
apollon	2.513217600067939
appam	2.513217600067939
apparaissait	2.2121876044039577
apparaissent	2.0360963453482768
apparaît	1.212187604403958
apparaître	2.513217600067939
appareil	1.5589750906286142
appareiller	2.513217600067939
appareillées	2.513217600067939
appareils	1.471824914909714
apparente	2.2121876044039577
apparenté	2.513217600067939
apparition	1.9111576087399766
apparié	2.513217600067939
appartenant	2.513217600067939
appartiennent	2.513217600067939
appartient	2.513217600067939
apparu	2.513217600067939
apparue	2.513217600067939
apparues	2.513217600067939
appel	1.1152775913959014
appelait	2.513217600067939
appeler	2.513217600067939
appelions	2.513217600067939
appellation	1.9111576087399766
appellations	2.513217600067939
appelle	1.151489764050346
appellent	1.6101276130759954
appellerais	2.513217600067939
appelons	2.513217600067939
appels	1.9111576087399766
appelé	2.0360963453482768
appelée	2.2121876044039577
appelées	2.513217600067939
appleton	2.513217600067939
appli	2.513217600067939
applicable	2.513217600067939
applicables	2.513217600067939
applicatifs	2.2121876044039577
application	1.098244252097121
applications	0.7497896065050017
applicationsilluminer	2.513217600067939
applied	2.2121876044039577
appliquant	2.2121876044039577
applique	2.513217600067939
appliquent	2.513217600067939
appliquer	2.0360963453482768
appliquions	2.513217600067939
appliqué	1.7350663496842953
